Class;x min;y min;x max - x min;y max - ymin;Image name;Width;Height
a;423;25;31;125;20200617_185223a.jpg;682;186
1;539;19;39;129;20200617_185223a.jpg;682;186
1;610;12;38;131;20200617_185223a.jpg;682;186
8;40;6;71;168;20200617_185301a.jpg;971;220
7;129;9;70;165;20200617_185301a.jpg;971;220
0;215;10;69;168;20200617_185301a.jpg;971;220
0;303;13;68;169;20200617_185301a.jpg;971;220
0;389;19;70;168;20200617_185301a.jpg;971;220
a;634;24;42;164;20200617_185301a.jpg;971;220
1;856;21;45;171;20200617_185301a.jpg;971;220
2;49;1;66;152;20200617_185318a.jpg;826;179
4;121;5;60;150;20200617_185318a.jpg;826;179
7;187;7;56;149;20200617_185318a.jpg;826;179
1;259;10;36;149;20200617_185318a.jpg;826;179
0;319;12;62;147;20200617_185318a.jpg;826;179
a;518;19;35;143;20200617_185318a.jpg;826;179
3;646;27;59;141;20200617_185318a.jpg;826;179
3;719;31;62;140;20200617_185318a.jpg;826;179
4;57;0;83;154;20200617_185326a.jpg;978;254
7;112;0;99;159;20200617_185326a.jpg;978;254
1;213;0;73;167;20200617_185326a.jpg;978;254
0;276;11;103;166;20200617_185326a.jpg;978;254
6;361;19;105;167;20200617_185326a.jpg;978;254
b;504;70;137;103;20200617_185326a.jpg;978;254
6;817;62;115;179;20200617_185326a.jpg;978;254
2;34;3;48;135;20200617_185356a.jpg;661;220
2;81;7;47;140;20200617_185356a.jpg;661;220
8;130;12;48;140;20200617_185356a.jpg;661;220
3;179;16;50;141;20200617_185356a.jpg;661;220
7;235;20;49;144;20200617_185356a.jpg;661;220
h;396;65;59;94;20200617_185356a.jpg;661;220
6;546;55;65;147;20200617_185356a.jpg;661;220
4;41;31;44;136;20200617_185404a.jpg;661;337
7;92;33;44;140;20200617_185404a.jpg;661;337
3;134;43;48;146;20200617_185404a.jpg;661;337
4;185;61;46;140;20200617_185404a.jpg;661;337
7;234;64;51;146;20200617_185404a.jpg;661;337
a;379;100;39;143;20200617_185404a.jpg;661;337
1;504;128;37;149;20200617_185404a.jpg;661;337
1;564;137;34;147;20200617_185404a.jpg;661;337
3;50;19;48;144;20200617_185427a.jpg;771;248
7;101;22;50;145;20200617_185427a.jpg;771;248
1;160;25;33;150;20200617_185427a.jpg;771;248
4;197;27;53;151;20200617_185427a.jpg;771;248
5;251;33;58;151;20200617_185427a.jpg;771;248
a;447;40;31;155;20200617_185427a.jpg;771;248
1;615;51;35;167;20200617_185427a.jpg;771;248
1;666;56;44;157;20200617_185427a.jpg;771;248
5;37;72;55;104;20200617_193213a.jpg;620;213
0;88;69;51;102;20200617_193213a.jpg;620;213
7;135;65;45;105;20200617_193213a.jpg;620;213
6;187;62;50;105;20200617_193213a.jpg;620;213
7;231;56;50;105;20200617_193213a.jpg;620;213
a;390;37;31;107;20200617_193213a.jpg;620;213
1;503;21;35;105;20200617_193213a.jpg;620;213
1;546;18;34;102;20200617_193213a.jpg;620;213
9;39;112;90;134;20200617_193237a.jpg;971;289
7;117;111;74;136;20200617_193237a.jpg;971;289
1;213;112;66;132;20200617_193237a.jpg;971;289
3;286;107;87;133;20200617_193237a.jpg;971;289
2;366;103;92;133;20200617_193237a.jpg;971;289
a;587;76;57;156;20200617_193237a.jpg;971;289
4;765;61;78;140;20200617_193237a.jpg;971;289
0;846;55;80;139;20200617_193237a.jpg;971;289
4;106;220;113;191;20200617_193250a.jpg;1474;434
0;222;204;132;200;20200617_193250a.jpg;1474;434
0;356;190;123;200;20200617_193250a.jpg;1474;434
7;488;167;103;196;20200617_193250a.jpg;1474;434
0;617;141;108;202;20200617_193250a.jpg;1474;434
a;918;114;42;203;20200617_193250a.jpg;1474;434
1;1210;68;52;174;20200617_193250a.jpg;1474;434
1;1323;46;45;184;20200617_193250a.jpg;1474;434
4;63;15;144;329;20200617_193253a.jpg;1791;475
0;205;29;150;323;20200617_193253a.jpg;1791;475
0;357;40;150;327;20200617_193253a.jpg;1791;475
7;511;46;139;325;20200617_193253a.jpg;1791;475
0;663;61;156;313;20200617_193253a.jpg;1791;475
a;1037;82;84;308;20200617_193253a.jpg;1791;475
1;1409;110;84;313;20200617_193253a.jpg;1791;475
1;1561;118;84;306;20200617_193253a.jpg;1791;475
5;33;92;76;150;20200617_193312a.jpg;923;675
8;111;127;72;151;20200617_193312a.jpg;923;675
5;189;163;74;150;20200617_193312a.jpg;923;675
0;272;193;77;156;20200617_193312a.jpg;923;675
6;356;234;80;152;20200617_193312a.jpg;923;675
0;440;267;86;157;20200617_193312a.jpg;923;675
w;567;304;166;186;20200617_193312a.jpg;923;675
w;735;368;174;189;20200617_193312a.jpg;923;675
5;37;135;162;183;20200617_193314a.jpg;1564;537
8;205;151;146;179;20200617_193314a.jpg;1564;537
5;354;172;162;175;20200617_193314a.jpg;1564;537
0;515;185;148;172;20200617_193314a.jpg;1564;537
6;662;194;160;175;20200617_193314a.jpg;1564;537
0;824;205;148;166;20200617_193314a.jpg;1564;537
w;1042;205;256;194;20200617_193314a.jpg;1564;537
w;1286;221;273;179;20200617_193314a.jpg;1564;537
7;520;42;104;153;20200617_193400a.jpg;709;289
a;349;32;90;154;20200617_193400a.jpg;709;289
2;209;35;97;143;20200617_193400a.jpg;709;289
3;50;20;60;112;20200617_193404a.jpg;647;179
5;113;20;68;121;20200617_193404a.jpg;647;179
7;180;24;62;116;20200617_193404a.jpg;647;179
9;250;31;71;117;20200617_193404a.jpg;647;179
a;400;43;39;112;20200617_193404a.jpg;647;179
1;497;46;46;123;20200617_193404a.jpg;647;179
4;547;50;74;121;20200617_193404a.jpg;647;179
4;24;9;6;15;20200617_193453___ADD_1___ADD_2a.jpg;108;32
0;31;9;7;16;20200617_193453___ADD_1___ADD_2a.jpg;108;32
8;38;10;7;16;20200617_193453___ADD_1___ADD_2a.jpg;108;32
7;45;9;8;17;20200617_193453___ADD_1___ADD_2a.jpg;108;32
7;53;9;7;16;20200617_193453___ADD_1___ADD_2a.jpg;108;32
a;68;10;8;18;20200617_193453___ADD_1___ADD_2a.jpg;108;32
1;84;12;5;17;20200617_193453___ADD_1___ADD_2a.jpg;108;32
1;90;11;7;18;20200617_193453___ADD_1___ADD_2a.jpg;108;32
1;24;16;8;28;20200617_193453___ADD_1a.jpg;184;72
9;35;19;14;28;20200617_193453___ADD_1a.jpg;184;72
4;48;20;13;28;20200617_193453___ADD_1a.jpg;184;72
1;65;21;9;30;20200617_193453___ADD_1a.jpg;184;72
3;75;23;15;28;20200617_193453___ADD_1a.jpg;184;72
h;107;33;25;23;20200617_193453___ADD_1a.jpg;184;72
6;149;34;14;30;20200617_193453___ADD_1a.jpg;184;72
8;67;51;18;31;20200617_193453a.jpg;133;178
0;14;92;17;30;20200617_193453a.jpg;133;178
3;32;95;16;30;20200617_193453a.jpg;133;178
0;51;97;17;31;20200617_193453a.jpg;133;178
1;73;100;12;31;20200617_193453a.jpg;133;178
3;88;102;17;31;20200617_193453a.jpg;133;178
0;107;105;17;30;20200617_193453a.jpg;133;178
h;34;8;8;7;20200617_193504___ADD_1___ADD_2a.jpg;52;19
7;66;6;8;14;20200617_193504___ADD_1a.jpg;82;23
a;51;7;6;12;20200617_193504___ADD_1a.jpg;82;23
8;20;15;6;10;20200617_193504a.jpg;44;56
0;4;29;5;10;20200617_193504a.jpg;44;56
3;9;29;5;10;20200617_193504a.jpg;44;56
0;16;30;6;10;20200617_193504a.jpg;44;56
1;23;31;5;10;20200617_193504a.jpg;44;56
3;28;31;5;10;20200617_193504a.jpg;44;56
0;34;32;6;10;20200617_193504a.jpg;44;56
5;21;16;9;20;20200617_193517___ADD_1___ADD_2a.jpg;130;51
1;31;16;5;20;20200617_193517___ADD_1___ADD_2a.jpg;130;51
8;42;17;8;20;20200617_193517___ADD_1___ADD_2a.jpg;130;51
4;50;17;8;20;20200617_193517___ADD_1___ADD_2a.jpg;130;51
6;59;18;9;19;20200617_193517___ADD_1___ADD_2a.jpg;130;51
waw;80;21;12;14;20200617_193517___ADD_1___ADD_2a.jpg;130;51
6;107;18;9;22;20200617_193517___ADD_1___ADD_2a.jpg;130;51
7;8;7;10;21;20200617_193517___ADD_1a.jpg;134;34
3;18;7;12;21;20200617_193517___ADD_1a.jpg;134;34
1;31;6;9;22;20200617_193517___ADD_1a.jpg;134;34
9;39;6;11;22;20200617_193517___ADD_1a.jpg;134;34
0;49;6;11;22;20200617_193517___ADD_1a.jpg;134;34
waw;79;11;14;17;20200617_193517___ADD_1a.jpg;134;34
6;111;6;12;22;20200617_193517___ADD_1a.jpg;134;34
8;109;48;27;43;20200617_193517a.jpg;206;234
0;26;104;23;43;20200617_193517a.jpg;206;234
3;53;109;25;41;20200617_193517a.jpg;206;234
0;82;113;25;41;20200617_193517a.jpg;206;234
1;114;117;19;42;20200617_193517a.jpg;206;234
3;135;121;27;42;20200617_193517a.jpg;206;234
0;164;126;26;42;20200617_193517a.jpg;206;234
5;7;178;74;110;20200617_193529a.jpg;709;351
3;80;168;78;107;20200617_193529a.jpg;709;351
4;156;151;78;111;20200617_193529a.jpg;709;351
5;232;138;72;107;20200617_193529a.jpg;709;351
0;300;124;73;110;20200617_193529a.jpg;709;351
4;375;110;75;112;20200617_193529a.jpg;709;351
w;458;83;124;120;20200617_193529a.jpg;709;351
w;579;63;114;117;20200617_193529a.jpg;709;351
2;53;25;135;168;20200617_193551a.jpg;1412;461
4;223;68;115;148;20200617_193551a.jpg;1412;461
8;356;85;123;155;20200617_193551a.jpg;1412;461
0;520;121;120;155;20200617_193551a.jpg;1412;461
8;676;146;117;153;20200617_193551a.jpg;1412;461
a;907;185;60;148;20200617_193551a.jpg;1412;461
4;1109;241;118;143;20200617_193551a.jpg;1412;461
4;1252;265;130;157;20200617_193551a.jpg;1412;461
5;13;57;48;72;20200617_193603a.jpg;475;179
8;63;58;44;67;20200617_193603a.jpg;475;179
7;107;60;45;71;20200617_193603a.jpg;475;179
9;153;64;44;68;20200617_193603a.jpg;475;179
4;198;67;37;68;20200617_193603a.jpg;475;179
3;235;68;48;72;20200617_193603a.jpg;475;179
w;296;74;74;69;20200617_193603a.jpg;475;179
w;370;76;74;72;20200617_193603a.jpg;475;179
5;26;56;54;89;20200617_193605a.jpg;592;186
8;86;56;52;80;20200617_193605a.jpg;592;186
7;142;53;57;85;20200617_193605a.jpg;592;186
9;203;54;51;81;20200617_193605a.jpg;592;186
4;256;56;55;79;20200617_193605a.jpg;592;186
3;309;51;51;89;20200617_193605a.jpg;592;186
w;380;51;96;84;20200617_193605a.jpg;592;186
w;475;52;95;83;20200617_193605a.jpg;592;186
1;47;31;56;122;20200617_193624a.jpg;909;158
8;146;38;73;118;20200617_193624a.jpg;909;158
5;242;40;71;115;20200617_193624a.jpg;909;158
0;339;42;72;113;20200617_193624a.jpg;909;158
a;591;36;40;111;20200617_193624a.jpg;909;158
7;802;29;79;120;20200617_193624a.jpg;909;158
6;44;104;58;99;20200617_193700a.jpg;764;248
0;115;104;59;100;20200617_193700a.jpg;764;248
3;183;99;63;104;20200617_193700a.jpg;764;248
9;254;98;57;102;20200617_193700a.jpg;764;248
1;332;95;41;105;20200617_193700a.jpg;764;248
d;515;88;76;77;20200617_193700a.jpg;764;248
1;705;62;34;105;20200617_193700a.jpg;764;248
3;77;8;101;118;20200617_193710a.jpg;1302;248
5;183;19;94;120;20200617_193710a.jpg;1302;248
3;286;31;92;117;20200617_193710a.jpg;1302;248
4;390;43;84;117;20200617_193710a.jpg;1302;248
1;507;53;52;112;20200617_193710a.jpg;1302;248
a;775;66;49;112;20200617_193710a.jpg;1302;248
7;1024;80;95;115;20200617_193710a.jpg;1302;248
2;1122;85;97;118;20200617_193710a.jpg;1302;248
a;85;30;38;137;20200617_193722a.jpg;544;358
1;355;20;59;149;20200617_193722a.jpg;544;358
1;427;20;65;146;20200617_193722a.jpg;544;358
2;50;216;95;137;20200617_193722a.jpg;544;358
7;144;211;82;141;20200617_193722a.jpg;544;358
3;231;210;87;138;20200617_193722a.jpg;544;358
8;318;205;87;139;20200617_193722a.jpg;544;358
6;408;204;83;139;20200617_193722a.jpg;544;358
6;1662;67;150;218;20200617_193758a.jpg;1867;647
h;1180;226;167;139;20200617_193758a.jpg;1867;647
6;621;285;189;196;20200617_193758a.jpg;1867;647
2;469;311;200;192;20200617_193758a.jpg;1867;647
7;302;336;156;198;20200617_193758a.jpg;1867;647
1;220;349;150;205;20200617_193758a.jpg;1867;647
9;53;375;225;203;20200617_193758a.jpg;1867;647
1;85;89;62;147;20200617_193806a.jpg;1123;275
0;154;87;91;143;20200617_193806a.jpg;1123;275
0;244;79;87;143;20200617_193806a.jpg;1123;275
1;344;80;58;147;20200617_193806a.jpg;1123;275
3;418;73;86;148;20200617_193806a.jpg;1123;275
a;707;53;45;154;20200617_193806a.jpg;1123;275
5;898;36;83;154;20200617_193806a.jpg;1123;275
7;995;32;78;162;20200617_193806a.jpg;1123;275
4;69;74;57;128;20200617_193826a.jpg;861;241
0;133;71;62;130;20200617_193826a.jpg;861;241
9;202;70;60;126;20200617_193826a.jpg;861;241
7;271;63;58;130;20200617_193826a.jpg;861;241
0;341;59;60;128;20200617_193826a.jpg;861;241
a;533;52;42;128;20200617_193826a.jpg;861;241
4;707;48;50;127;20200617_193826a.jpg;861;241
8;767;46;54;127;20200617_193826a.jpg;861;241
9;41;15;61;95;20200617_193849a.jpg;668;137
0;103;17;61;88;20200617_193849a.jpg;668;137
2;164;18;63;88;20200617_193849a.jpg;668;137
2;226;17;61;91;20200617_193849a.jpg;668;137
5;287;16;59;92;20200617_193849a.jpg;668;137
d;446;24;65;72;20200617_193849a.jpg;668;137
1;621;16;32;87;20200617_193849a.jpg;668;137
9;44;19;105;114;20200617_193852a.jpg;1026;206
0;136;25;104;114;20200617_193852a.jpg;1026;206
2;227;35;105;114;20200617_193852a.jpg;1026;206
2;324;35;97;119;20200617_193852a.jpg;1026;206
5;411;38;102;123;20200617_193852a.jpg;1026;206
d;664;66;98;91;20200617_193852a.jpg;1026;206
1;930;78;57;106;20200617_193852a.jpg;1026;206
5;39;72;69;137;20200617_193945a.jpg;847;241
0;114;72;63;133;20200617_193945a.jpg;847;241
6;185;69;66;136;20200617_193945a.jpg;847;241
1;269;66;39;137;20200617_193945a.jpg;847;241
6;331;63;62;133;20200617_193945a.jpg;847;241
a;527;54;25;118;20200617_193945a.jpg;847;241
1;698;36;30;132;20200617_193945a.jpg;847;241
1;770;31;28;132;20200617_193945a.jpg;847;241
8;47;187;114;123;20200617_194005a.jpg;1137;344
4;164;181;91;122;20200617_194005a.jpg;1137;344
9;231;174;123;125;20200617_194005a.jpg;1137;344
1;338;165;86;126;20200617_194005a.jpg;1137;344
6;418;134;115;131;20200617_194005a.jpg;1137;344
h;717;115;119;88;20200617_194005a.jpg;1137;344
6;1003;52;105;134;20200617_194005a.jpg;1137;344
1;94;14;27;94;20200617_194018a.jpg;592;130
5;128;15;43;94;20200617_194018a.jpg;592;130
1;181;17;26;94;20200617_194018a.jpg;592;130
1;223;19;24;93;20200617_194018a.jpg;592;130
waw;364;26;59;88;20200617_194018a.jpg;592;130
6;507;28;46;89;20200617_194018a.jpg;592;130
1;72;88;37;60;20200617_194034a.jpg;217;358
1;106;78;36;58;20200617_194034a.jpg;217;358
2;95;181;35;60;20200617_194034a.jpg;217;358
5;125;167;32;62;20200617_194034a.jpg;217;358
7;175;146;39;58;20200617_194034a.jpg;217;358
3;76;46;54;128;20200617_194144a.jpg;820;186
7;135;52;58;119;20200617_194144a.jpg;820;186
7;197;44;58;126;20200617_194144a.jpg;820;186
6;264;40;57;123;20200617_194144a.jpg;820;186
1;337;35;36;125;20200617_194144a.jpg;820;186
a;516;26;31;128;20200617_194144a.jpg;820;186
1;641;14;36;132;20200617_194144a.jpg;820;186
1;705;15;37;128;20200617_194144a.jpg;820;186
4;70;27;57;84;20200617_194208a.jpg;571;261
5;129;34;47;88;20200617_194208a.jpg;571;261
8;176;49;51;84;20200617_194208a.jpg;571;261
8;221;55;51;83;20200617_194208a.jpg;571;261
1;273;63;35;85;20200617_194208a.jpg;571;261
a;355;70;30;91;20200617_194208a.jpg;571;261
1;436;91;33;88;20200617_194208a.jpg;571;261
4;461;104;57;86;20200617_194208a.jpg;571;261
b;49;131;69;65;20200617_194214a.jpg;372;379
2;181;88;60;106;20200617_194214a.jpg;372;379
6;242;73;63;101;20200617_194214a.jpg;372;379
4;59;252;49;106;20200617_194214a.jpg;372;379
5;110;237;61;103;20200617_194214a.jpg;372;379
4;176;225;53;99;20200617_194214a.jpg;372;379
9;234;208;56;101;20200617_194214a.jpg;372;379
8;292;194;59;102;20200617_194214a.jpg;372;379
9;47;62;41;74;20200618_094634a.jpg;434;158
1;98;59;30;71;20200618_094634a.jpg;434;158
4;141;54;37;72;20200618_094634a.jpg;434;158
waw;262;45;39;54;20200618_094634a.jpg;434;158
1;385;17;26;72;20200618_094634a.jpg;434;158
7;28;24;43;117;20200618_094711a.jpg;585;248
6;70;35;43;117;20200618_094711a.jpg;585;248
1;120;39;26;121;20200618_094711a.jpg;585;248
3;146;46;46;117;20200618_094711a.jpg;585;248
8;192;55;49;117;20200618_094711a.jpg;585;248
a;326;80;34;106;20200618_094711a.jpg;585;248
7;441;88;48;121;20200618_094711a.jpg;585;248
2;488;100;56;121;20200618_094711a.jpg;585;248
3;13;13;27;62;20200618_094738a.jpg;353;99
1;49;14;19;62;20200618_094738a.jpg;353;99
7;82;15;26;62;20200618_094738a.jpg;353;99
6;115;17;28;61;20200618_094738a.jpg;353;99
6;152;18;27;62;20200618_094738a.jpg;353;99
waw;232;28;30;47;20200618_094738a.jpg;353;99
6;314;21;30;63;20200618_094738a.jpg;353;99
4;45;29;70;150;20200618_094809a.jpg;978;296
8;112;33;74;155;20200618_094809a.jpg;978;296
3;182;42;75;151;20200618_094809a.jpg;978;296
6;259;49;73;152;20200618_094809a.jpg;978;296
1;345;53;52;155;20200618_094809a.jpg;978;296
a;573;63;46;174;20200618_094809a.jpg;978;296
1;793;85;58;158;20200618_094809a.jpg;978;296
4;863;93;77;158;20200618_094809a.jpg;978;296
2;49;33;44;99;20200618_095021a.jpg;640;151
2;92;32;45;97;20200618_095021a.jpg;640;151
4;142;30;42;98;20200618_095021a.jpg;640;151
2;189;30;43;99;20200618_095021a.jpg;640;151
1;243;28;31;100;20200618_095021a.jpg;640;151
d;387;41;49;72;20200618_095021a.jpg;640;151
6;547;24;48;102;20200618_095021a.jpg;640;151
2;28;36;56;136;20200618_095024a.jpg;799;282
2;89;43;57;135;20200618_095024a.jpg;799;282
4;151;47;53;138;20200618_095024a.jpg;799;282
2;211;55;57;139;20200618_095024a.jpg;799;282
1;286;59;36;140;20200618_095024a.jpg;799;282
d;475;102;67;103;20200618_095024a.jpg;799;282
6;695;104;70;147;20200618_095024a.jpg;799;282
6;127;110;45;69;20200618_095107a.jpg;280;367
0;11;192;41;66;20200618_095107a.jpg;280;367
1;59;203;26;66;20200618_095107a.jpg;280;367
6;91;210;39;65;20200618_095107a.jpg;280;367
9;134;218;40;62;20200618_095107a.jpg;280;367
6;177;223;38;67;20200618_095107a.jpg;280;367
1;226;232;31;67;20200618_095107a.jpg;280;367
6;140;137;45;72;20200618_095109a.jpg;299;424
0;18;227;41;73;20200618_095109a.jpg;299;424
1;66;237;35;71;20200618_095109a.jpg;299;424
6;106;247;36;65;20200618_095109a.jpg;299;424
9;150;253;40;65;20200618_095109a.jpg;299;424
6;196;259;36;67;20200618_095109a.jpg;299;424
1;243;264;34;69;20200618_095109a.jpg;299;424
5;22;36;93;140;20200618_095314a.jpg;1013;351
3;119;52;91;142;20200618_095314a.jpg;1013;351
6;217;75;86;134;20200618_095314a.jpg;1013;351
6;315;85;81;143;20200618_095314a.jpg;1013;351
6;406;106;82;137;20200618_095314a.jpg;1013;351
a;683;141;42;135;20200618_095314a.jpg;1013;351
1;914;173;56;141;20200618_095314a.jpg;1013;351
1;37;118;32;91;20200618_095328a.jpg;530;268
1;77;113;30;90;20200618_095328a.jpg;530;268
3;120;105;46;88;20200618_095328a.jpg;530;268
9;170;95;46;92;20200618_095328a.jpg;530;268
1;227;86;31;88;20200618_095328a.jpg;530;268
a;333;58;28;90;20200618_095328a.jpg;530;268
4;437;30;37;91;20200618_095328a.jpg;530;268
8;480;20;36;90;20200618_095328a.jpg;530;268
1;45;132;36;91;20200618_095330a.jpg;565;248
1;85;126;34;89;20200618_095330a.jpg;565;248
3;129;120;51;89;20200618_095330a.jpg;565;248
9;180;108;53;93;20200618_095330a.jpg;565;248
1;242;100;34;90;20200618_095330a.jpg;565;248
a;350;72;35;92;20200618_095330a.jpg;565;248
4;464;46;39;91;20200618_095330a.jpg;565;248
8;506;36;41;90;20200618_095330a.jpg;565;248
4;47;26;45;82;20200618_095443a.jpg;599;158
6;89;33;43;80;20200618_095443a.jpg;599;158
0;129;36;47;82;20200618_095443a.jpg;599;158
3;174;41;46;83;20200618_095443a.jpg;599;158
a;328;51;25;90;20200618_095443a.jpg;599;158
2;466;62;52;84;20200618_095443a.jpg;599;158
9;517;66;46;83;20200618_095443a.jpg;599;158
1;52;202;47;132;20200618_095514a.jpg;716;385
2;100;190;68;133;20200618_095514a.jpg;716;385
4;165;173;58;128;20200618_095514a.jpg;716;385
4;226;154;55;130;20200618_095514a.jpg;716;385
7;277;138;51;134;20200618_095514a.jpg;716;385
d;446;108;62;96;20200618_095514a.jpg;716;385
8;621;46;52;125;20200618_095514a.jpg;716;385
4;34;57;40;86;20200618_095520a.jpg;571;172
5;82;54;44;87;20200618_095520a.jpg;571;172
2;135;51;43;88;20200618_095520a.jpg;571;172
7;185;48;41;90;20200618_095520a.jpg;571;172
8;238;48;44;86;20200618_095520a.jpg;571;172
a;345;42;30;87;20200618_095520a.jpg;571;172
1;448;35;27;86;20200618_095520a.jpg;571;172
0;494;30;41;90;20200618_095520a.jpg;571;172
6;19;37;76;181;20200618_095611a.jpg;1019;296
1;115;44;46;183;20200618_095611a.jpg;1019;296
2;187;52;84;181;20200618_095611a.jpg;1019;296
7;284;52;78;187;20200618_095611a.jpg;1019;296
4;363;62;82;181;20200618_095611a.jpg;1019;296
a;597;75;53;184;20200618_095611a.jpg;1019;296
7;808;89;87;184;20200618_095611a.jpg;1019;296
2;889;93;95;187;20200618_095611a.jpg;1019;296
3;37;16;36;78;20200618_095628a.jpg;496;124
5;78;17;39;80;20200618_095628a.jpg;496;124
9;122;20;39;76;20200618_095628a.jpg;496;124
4;166;21;37;76;20200618_095628a.jpg;496;124
d;287;41;44;47;20200618_095628a.jpg;496;124
8;416;24;35;79;20200618_095628a.jpg;496;124
3;50;370;71;144;20200618_095639a.jpg;709;585
0;112;335;70;143;20200618_095639a.jpg;709;585
0;175;302;68;146;20200618_095639a.jpg;709;585
5;236;267;67;146;20200618_095639a.jpg;709;585
1;306;244;46;130;20200618_095639a.jpg;709;585
a;482;147;32;133;20200618_095639a.jpg;709;585
9;625;50;57;140;20200618_095639a.jpg;709;585
1;15;76;23;82;20200618_095645a.jpg;468;172
5;49;69;39;83;20200618_095645a.jpg;468;172
8;92;64;32;82;20200618_095645a.jpg;468;172
5;128;58;35;83;20200618_095645a.jpg;468;172
3;166;53;35;79;20200618_095645a.jpg;468;172
waw;276;50;38;60;20200618_095645a.jpg;468;172
6;411;5;33;84;20200618_095645a.jpg;468;172
2;40;71;38;80;20200618_095659a.jpg;441;186
4;79;66;33;77;20200618_095659a.jpg;441;186
2;110;61;36;80;20200618_095659a.jpg;441;186
5;146;55;36;80;20200618_095659a.jpg;441;186
6;181;52;34;76;20200618_095659a.jpg;441;186
a;276;38;19;76;20200618_095659a.jpg;441;186
6;348;25;32;76;20200618_095659a.jpg;441;186
8;383;20;30;75;20200618_095659a.jpg;441;186
9;13;191;42;82;20200618_095714a.jpg;509;310
9;58;176;43;81;20200618_095714a.jpg;509;310
3;101;162;43;80;20200618_095714a.jpg;509;310
0;144;144;41;83;20200618_095714a.jpg;509;310
8;187;131;39;81;20200618_095714a.jpg;509;310
a;301;87;31;80;20200618_095714a.jpg;509;310
7;404;37;34;85;20200618_095714a.jpg;509;310
2;441;26;41;82;20200618_095714a.jpg;509;310
7;15;314;68;165;20200618_095719a.jpg;675;530
0;86;287;81;154;20200618_095719a.jpg;675;530
4;161;256;67;148;20200618_095719a.jpg;675;530
2;209;226;82;159;20200618_095719a.jpg;675;530
4;281;201;66;141;20200618_095719a.jpg;675;530
d;447;138;64;105;20200618_095719a.jpg;675;530
6;599;34;68;139;20200618_095719a.jpg;675;530
h;124;16;25;25;20200618_095737a.jpg;206;55
2;75;25;96;160;20200618_095739a.jpg;1219;213
3;183;24;93;160;20200618_095739a.jpg;1219;213
9;293;31;92;150;20200618_095739a.jpg;1219;213
1;415;31;63;155;20200618_095739a.jpg;1219;213
1;520;30;59;160;20200618_095739a.jpg;1219;213
a;756;37;53;145;20200618_095739a.jpg;1219;213
6;967;32;91;148;20200618_095739a.jpg;1219;213
8;1081;43;81;141;20200618_095739a.jpg;1219;213
5;87;55;146;182;20200618_095845a.jpg;1902;261
7;260;62;141;184;20200618_095845a.jpg;1902;261
4;431;64;128;173;20200618_095845a.jpg;1902;261
8;601;76;130;166;20200618_095845a.jpg;1902;261
9;754;78;153;161;20200618_095845a.jpg;1902;261
b;1222;89;231;112;20200618_095845a.jpg;1902;261
6;1682;28;175;182;20200618_095845a.jpg;1902;261
5;25;56;68;115;20200618_095920a.jpg;847;179
9;93;57;67;114;20200618_095920a.jpg;847;179
2;162;55;64;112;20200618_095920a.jpg;847;179
2;224;55;68;113;20200618_095920a.jpg;847;179
6;291;51;65;113;20200618_095920a.jpg;847;179
a;481;39;34;120;20200618_095920a.jpg;847;179
1;664;30;35;119;20200618_095920a.jpg;847;179
3;715;30;57;114;20200618_095920a.jpg;847;179
6;14;103;37;81;20200618_095929a.jpg;482;220
0;60;93;40;82;20200618_095929a.jpg;482;220
0;106;85;39;80;20200618_095929a.jpg;482;220
7;153;74;33;82;20200618_095929a.jpg;482;220
0;196;67;40;80;20200618_095929a.jpg;482;220
b;299;56;65;63;20200618_095929a.jpg;482;220
8;426;15;35;81;20200618_095929a.jpg;482;220
6;40;121;115;143;20200618_095932a.jpg;1316;303
0;169;113;113;141;20200618_095932a.jpg;1316;303
0;292;107;112;140;20200618_095932a.jpg;1316;303
7;419;95;93;143;20200618_095932a.jpg;1316;303
0;539;84;110;144;20200618_095932a.jpg;1316;303
b;815;96;186;104;20200618_095932a.jpg;1316;303
8;1172;41;87;143;20200618_095932a.jpg;1316;303
6;20;9;23;43;20200618_100738a.jpg;268;82
1;46;10;16;43;20200618_100738a.jpg;268;82
8;67;11;21;44;20200618_100738a.jpg;268;82
8;91;14;20;41;20200618_100738a.jpg;268;82
4;111;16;24;41;20200618_100738a.jpg;268;82
9;135;18;22;41;20200618_100738a.jpg;268;82
w;180;20;38;44;20200618_100738a.jpg;268;82
w;218;22;36;42;20200618_100738a.jpg;268;82
6;50;31;60;100;20200618_100741a.jpg;702;144
6;116;26;44;100;20200618_100741a.jpg;702;144
6;177;22;55;101;20200618_100741a.jpg;702;144
6;236;19;57;101;20200618_100741a.jpg;702;144
6;296;15;57;101;20200618_100741a.jpg;702;144
6;358;13;55;99;20200618_100741a.jpg;702;144
6;474;4;102;99;20200618_100741a.jpg;702;144
6;576;0;96;100;20200618_100741a.jpg;702;144
6;23;43;61;121;20200618_100944a.jpg;716;172
6;83;42;57;119;20200618_100944a.jpg;716;172
6;138;40;59;117;20200618_100944a.jpg;716;172
6;196;36;46;122;20200618_100944a.jpg;716;172
6;393;48;65;91;20200618_100944a.jpg;716;172
6;616;13;59;123;20200618_100944a.jpg;716;172
9;17;34;31;70;20200618_101006a.jpg;406;121
3;50;34;31;68;20200618_101006a.jpg;406;121
